dateTime,SSID,HOST,MACID,EVENT,RSSI
2020-06-08 06:18:31,ENTCORP,ENT-AP-01-03-02-02,64:bc:47:18:5b:a8,associated,-84
2020-06-08 11:52:37,ENTCORP,ENT-AP-01-03-02-02,64:bc:47:18:5b:a8,disassociated,-77
2020-06-08 12:06:56,ENTCORP,ENT-AP-03-01-01-02,64:bc:47:18:5b:a8,associated,-83
2020-06-08 16:19:01,ENTCORP,ENT-AP-03-01-01-02,64:bc:47:18:5b:a8,disassociated,-82
2020-06-08 03:52:33,ENTCORP,ENT-AP-02-01-01-01,5b:4c:57:04:f4:70,associated,-78
2020-06-08 04:54:18,ENTCORP,ENT-AP-02-01-01-01,5b:4c:57:04:f4:70,disassociated,-85
2020-06-08 05:22:27,ENTCORP,ENT-AP-02-03-02-03,5b:4c:57:04:f4:70,associated,-92
2020-06-08 09:01:44,ENTCORP,ENT-AP-02-03-02-03,5b:4c:57:04:f4:70,disassociated,-86
2020-06-08 09:30:20,ENTCORP,ENT-AP-02-03-02-03,5b:4c:57:04:f4:70,associated,-79
2020-06-08 16:11:30,ENTCORP,ENT-AP-02-03-02-03,5b:4c:57:04:f4:70,disassociated,-91
2020-06-08 09:30:38,ENTCORP,ENT-AP-01-01-01-01,a3:f6:69:52:6e:6d,associated,-91
2020-06-08 17:54:31,ENTCORP,ENT-AP-01-01-01-01,a3:f6:69:52:6e:6d,disassociated,-80
2020-06-08 18:11:18,ENTCORP,ENT-AP-03-01-01-02,a3:f6:69:52:6e:6d,associated,-79
2020-06-08 21:56:41,ENTCORP,ENT-AP-03-01-01-02,a3:f6:69:52:6e:6d,disassociated,-90
2020-06-08 06:46:00,ENTCORP,ENT-AP-01-02-01-01,70:ec:57:18:9e:37,associated,-72
2020-06-08 13:13:57,ENTCORP,ENT-AP-01-02-01-01,70:ec:57:18:9e:37,disassociated,-90
2020-06-08 13:33:19,ENTCORP,ENT-AP-03-02-01-02,70:ec:57:18:9e:37,associated,-85
2020-06-08 22:29:48,ENTCORP,ENT-AP-03-02-01-02,70:ec:57:18:9e:37,disassociated,-74
2020-06-08 07:01:35,ENTCORP,ENT-AP-02-03-01-01,a9:60:c3:3a:4d:14,associated,-88
2020-06-08 15:08:05,ENTCORP,ENT-AP-02-03-01-01,a9:60:c3:3a:4d:14,disassociated,-72
2020-06-08 15:19:22,ENTCORP,ENT-AP-01-03-03-02,a9:60:c3:3a:4d:14,associated,-94
2020-06-08 22:36:08,ENTCORP,ENT-AP-01-03-03-02,a9:60:c3:3a:4d:14,disassociated,-83
2020-06-08 03:16:36,ENTCORP,ENT-AP-02-01-01-01,d2:4d:ef:5c:81:6f,associated,-82
2020-06-08 10:12:50,ENTCORP,ENT-AP-02-01-01-01,d2:4d:ef:5c:81:6f,disassociated,-88
2020-06-08 10:29:51,ENTCORP,ENT-AP-02-01-01-01,d2:4d:ef:5c:81:6f,associated,-95
2020-06-08 10:52:30,ENTCORP,ENT-AP-02-01-01-01,d2:4d:ef:5c:81:6f,disassociated,-92
2020-06-08 11:10:32,ENTCORP,ENT-AP-02-01-01-01,d2:4d:ef:5c:81:6f,associated,-75
2020-06-08 16:52:56,ENTCORP,ENT-AP-02-01-01-01,d2:4d:ef:5c:81:6f,disassociated,-79
2020-06-08 06:04:45,ENTCORP,ENT-AP-03-03-03-01,d5:de:fb:ac:16:e6,associated,-82
2020-06-08 12:15:03,ENTCORP,ENT-AP-03-03-03-01,d5:de:fb:ac:16:e6,disassociated,-93
2020-06-08 12:20:48,ENTCORP,ENT-AP-03-03-03-01,d5:de:fb:ac:16:e6,associated,-80
2020-06-08 13:37:35,ENTCORP,ENT-AP-03-03-03-01,d5:de:fb:ac:16:e6,disassociated,-84
2020-06-08 13:43:12,ENTCORP,ENT-AP-01-03-02-01,d5:de:fb:ac:16:e6,associated,-78
2020-06-08 22:15:18,ENTCORP,ENT-AP-01-03-02-01,d5:de:fb:ac:16:e6,disassociated,-75
2020-06-08 09:24:47,ENTCORP,ENT-AP-01-03-03-02,0b:a4:3c:f5:09:36,associated,-90
2020-06-08 11:02:35,ENTCORP,ENT-AP-01-03-03-02,0b:a4:3c:f5:09:36,disassociated,-70
2020-06-08 11:11:36,ENTCORP,ENT-AP-01-03-03-02,0b:a4:3c:f5:09:36,associated,-88
2020-06-08 13:20:25,ENTCORP,ENT-AP-01-03-03-02,0b:a4:3c:f5:09:36,disassociated,-70
2020-06-08 13:50:05,ENTCORP,ENT-AP-01-02-01-01,0b:a4:3c:f5:09:36,associated,-86
2020-06-08 20:26:44,ENTCORP,ENT-AP-01-02-01-01,0b:a4:3c:f5:09:36,disassociated,-76
2020-06-08 00:54:13,ENTCORP,ENT-AP-01-02-01-02,a6:ee:cc:e2:5d:4a,associated,-72
2020-06-08 02:41:29,ENTCORP,ENT-AP-01-02-01-02,a6:ee:cc:e2:5d:4a,disassociated,-84
2020-06-08 02:59:11,ENTCORP,ENT-AP-01-03-02-01,a6:ee:cc:e2:5d:4a,associated,-88
2020-06-08 04:36:57,ENTCORP,ENT-AP-01-03-02-01,a6:ee:cc:e2:5d:4a,disassociated,-74
2020-06-08 04:47:56,ENTCORP,ENT-AP-03-01-01-01,a6:ee:cc:e2:5d:4a,associated,-91
2020-06-08 08:03:23,ENTCORP,ENT-AP-03-01-01-01,a6:ee:cc:e2:5d:4a,disassociated,-92
2020-06-08 08:27:44,ENTCORP,ENT-AP-01-03-02-01,a6:ee:cc:e2:5d:4a,associated,-72
2020-06-08 15:17:56,ENTCORP,ENT-AP-01-03-02-01,a6:ee:cc:e2:5d:4a,disassociated,-73
2020-06-08 08:21:40,ENTCORP,ENT-AP-04-01-01-01,92:6a:d9:ac:8e:87,associated,-77
2020-06-08 11:17:34,ENTCORP,ENT-AP-04-01-01-01,92:6a:d9:ac:8e:87,disassociated,-83
2020-06-08 11:28:07,ENTCORP,ENT-AP-03-03-01-01,92:6a:d9:ac:8e:87,associated,-94
2020-06-08 14:20:41,ENTCORP,ENT-AP-03-03-01-01,92:6a:d9:ac:8e:87,disassociated,-78
2020-06-08 14:35:04,ENTCORP,ENT-AP-02-03-02-01,92:6a:d9:ac:8e:87,associated,-81
2020-06-08 23:07:01,ENTCORP,ENT-AP-02-03-02-01,92:6a:d9:ac:8e:87,disassociated,-75
2020-06-08 07:05:14,ENTCORP,ENT-AP-03-02-01-01,54:62:c8:25:79:ef,associated,-94
2020-06-08 12:29:16,ENTCORP,ENT-AP-03-02-01-01,54:62:c8:25:79:ef,disassociated,-77
2020-06-08 12:39:11,ENTCORP,ENT-AP-03-02-01-01,54:62:c8:25:79:ef,associated,-95
2020-06-08 13:56:23,ENTCORP,ENT-AP-03-02-01-01,54:62:c8:25:79:ef,disassociated,-91
2020-06-08 14:07:20,ENTCORP,ENT-AP-03-02-01-01,54:62:c8:25:79:ef,associated,-70
2020-06-08 18:43:47,ENTCORP,ENT-AP-03-02-01-01,54:62:c8:25:79:ef,disassociated,-84
2020-06-08 09:20:03,ENTCORP,ENT-AP-03-02-01-02,21:9c:10:83:66:1b,associated,-83
2020-06-08 11:25:45,ENTCORP,ENT-AP-03-02-01-02,21:9c:10:83:66:1b,disassociated,-71
2020-06-08 11:46:21,ENTCORP,ENT-AP-04-01-01-02,21:9c:10:83:66:1b,associated,-70
2020-06-08 16:38:18,ENTCORP,ENT-AP-04-01-01-02,21:9c:10:83:66:1b,disassociated,-83
2020-06-08 16:57:29,ENTCORP,ENT-AP-03-02-01-01,21:9c:10:83:66:1b,associated,-85
2020-06-08 18:59:08,ENTCORP,ENT-AP-03-02-01-01,21:9c:10:83:66:1b,disassociated,-84
2020-06-08 02:48:59,ENTCORP,ENT-AP-01-01-02-01,8f:3c:48:19:67:18,associated,-81
2020-06-08 10:30:25,ENTCORP,ENT-AP-01-01-02-01,8f:3c:48:19:67:18,disassociated,-72
2020-06-08 10:37:23,ENTCORP,ENT-AP-04-03-01-01,8f:3c:48:19:67:18,associated,-90
2020-06-08 12:27:53,ENTCORP,ENT-AP-04-03-01-01,8f:3c:48:19:67:18,disassociated,-81
2020-06-08 05:40:07,ENTCORP,ENT-AP-03-02-02-01,38:64:01:e5:ee:e7,associated,-81
2020-06-08 09:46:30,ENTCORP,ENT-AP-03-02-02-01,38:64:01:e5:ee:e7,disassociated,-72
2020-06-08 09:52:48,ENTCORP,ENT-AP-01-01-02-02,38:64:01:e5:ee:e7,associated,-88
2020-06-08 18:10:32,ENTCORP,ENT-AP-01-01-02-02,38:64:01:e5:ee:e7,disassociated,-75
2020-06-08 08:22:33,ENTCORP,ENT-AP-02-02-02-01,00:50:5c:c3:04:74,associated,-86
2020-06-08 17:06:06,ENTCORP,ENT-AP-02-02-02-01,00:50:5c:c3:04:74,disassociated,-89
2020-06-08 17:12:16,ENTCORP,ENT-AP-02-02-02-01,00:50:5c:c3:04:74,associated,-82
2020-06-09 02:04:08,ENTCORP,ENT-AP-02-02-02-01,00:50:5c:c3:04:74,disassociated,-92
2020-06-08 01:47:34,ENTCORP,ENT-AP-02-01-01-01,47:bb:e8:2c:ce:5b,associated,-86
2020-06-08 03:58:10,ENTCORP,ENT-AP-02-01-01-01,47:bb:e8:2c:ce:5b,disassociated,-72
2020-06-08 04:22:53,ENTCORP,ENT-AP-01-01-02-01,47:bb:e8:2c:ce:5b,associated,-78
2020-06-08 06:59:24,ENTCORP,ENT-AP-01-01-02-01,47:bb:e8:2c:ce:5b,disassociated,-76
2020-06-08 07:18:45,ENTCORP,ENT-AP-01-01-01-02,47:bb:e8:2c:ce:5b,associated,-85
2020-06-08 11:22:07,ENTCORP,ENT-AP-01-01-01-02,47:bb:e8:2c:ce:5b,disassociated,-76
2020-06-08 03:09:10,ENTCORP,ENT-AP-03-02-02-01,cb:d6:70:89:c6:9f,associated,-83
2020-06-08 04:47:30,ENTCORP,ENT-AP-03-02-02-01,cb:d6:70:89:c6:9f,disassociated,-84
2020-06-08 05:10:40,ENTCORP,ENT-AP-04-03-01-01,cb:d6:70:89:c6:9f,associated,-76
2020-06-08 05:36:34,ENTCORP,ENT-AP-04-03-01-01,cb:d6:70:89:c6:9f,disassociated,-74
2020-06-08 06:00:09,ENTCORP,ENT-AP-03-01-02-01,cb:d6:70:89:c6:9f,associated,-86
2020-06-08 08:58:57,ENTCORP,ENT-AP-03-01-02-01,cb:d6:70:89:c6:9f,disassociated,-79
2020-06-08 09:13:27,ENTCORP,ENT-AP-03-01-02-01,cb:d6:70:89:c6:9f,associated,-83
2020-06-08 13:01:40,ENTCORP,ENT-AP-03-01-02-01,cb:d6:70:89:c6:9f,disassociated,-93
2020-06-08 03:28:20,ENTCORP,ENT-AP-01-03-03-01,bd:12:ca:34:bb:6e,associated,-90
2020-06-08 12:16:32,ENTCORP,ENT-AP-01-03-03-01,bd:12:ca:34:bb:6e,disassociated,-90
2020-06-08 06:24:44,ENTCORP,ENT-AP-01-01-02-02,d1:98:82:62:50:d7,associated,-73
2020-06-08 09:31:34,ENTCORP,ENT-AP-01-01-02-02,d1:98:82:62:50:d7,disassociated,-93
2020-06-08 09:42:04,ENTCORP,ENT-AP-01-01-02-02,d1:98:82:62:50:d7,associated,-72
2020-06-08 13:31:10,ENTCORP,ENT-AP-01-01-02-02,d1:98:82:62:50:d7,disassociated,-71
2020-06-08 13:38:53,ENTCORP,ENT-AP-02-03-01-01,d1:98:82:62:50:d7,associated,-83
2020-06-08 20:11:34,ENTCORP,ENT-AP-02-03-01-01,d1:98:82:62:50:d7,disassociated,-90
2020-06-08 00:33:36,ENTCORP,ENT-AP-03-03-02-03,5b:7c:dc:4d:a7:3c,associated,-85
2020-06-08 05:27:10,ENTCORP,ENT-AP-03-03-02-03,5b:7c:dc:4d:a7:3c,disassociated,-85
2020-06-08 05:50:20,ENTCORP,ENT-AP-04-01-01-02,5b:7c:dc:4d:a7:3c,associated,-78
2020-06-08 06:33:17,ENTCORP,ENT-AP-04-01-01-02,5b:7c:dc:4d:a7:3c,disassociated,-88
2020-06-08 06:42:39,ENTCORP,ENT-AP-03-03-02-03,5b:7c:dc:4d:a7:3c,associated,-78
2020-06-08 14:22:32,ENTCORP,ENT-AP-03-03-02-03,5b:7c:dc:4d:a7:3c,disassociated,-78
2020-06-08 09:26:09,ENTCORP,ENT-AP-03-03-02-01,a1:68:60:30:d3:e3,associated,-81
2020-06-08 16:30:00,ENTCORP,ENT-AP-03-03-02-01,a1:68:60:30:d3:e3,disassociated,-75
2020-06-08 16:52:49,ENTCORP,ENT-AP-02-02-01-02,a1:68:60:30:d3:e3,associated,-91
2020-06-08 21:25:46,ENTCORP,ENT-AP-02-02-01-02,a1:68:60:30:d3:e3,disassociated,-85
2020-06-08 05:08:21,ENTCORP,ENT-AP-03-01-01-01,4b:07:37:2c:64:f4,associated,-93
2020-06-08 12:44:43,ENTCORP,ENT-AP-03-01-01-01,4b:07:37:2c:64:f4,disassociated,-80
2020-06-08 13:04:12,ENTCORP,ENT-AP-02-02-01-01,4b:07:37:2c:64:f4,associated,-71
2020-06-08 13:25:10,ENTCORP,ENT-AP-02-02-01-01,4b:07:37:2c:64:f4,disassociated,-91
2020-06-08 13:49:36,ENTCORP,ENT-AP-02-02-01-01,4b:07:37:2c:64:f4,associated,-76
2020-06-08 21:30:28,ENTCORP,ENT-AP-02-02-01-01,4b:07:37:2c:64:f4,disassociated,-95
2020-06-08 06:17:37,ENTCORP,ENT-AP-04-02-02-01,8e:2c:da:d2:9c:2a,associated,-93
2020-06-08 09:37:36,ENTCORP,ENT-AP-04-02-02-01,8e:2c:da:d2:9c:2a,disassociated,-86
2020-06-08 09:56:51,ENTCORP,ENT-AP-01-03-02-03,8e:2c:da:d2:9c:2a,associated,-73
2020-06-08 15:12:47,ENTCORP,ENT-AP-01-03-02-03,8e:2c:da:d2:9c:2a,disassociated,-81
2020-06-08 05:43:48,ENTCORP,ENT-AP-01-01-02-01,0a:32:e7:31:57:aa,associated,-86
2020-06-08 07:18:23,ENTCORP,ENT-AP-01-01-02-01,0a:32:e7:31:57:aa,disassociated,-88
2020-06-08 07:34:06,ENTCORP,ENT-AP-01-01-02-01,0a:32:e7:31:57:aa,associated,-81
2020-06-08 10:32:16,ENTCORP,ENT-AP-01-01-02-01,0a:32:e7:31:57:aa,disassociated,-95
2020-06-08 11:00:56,ENTCORP,ENT-AP-02-01-02-02,0a:32:e7:31:57:aa,associated,-85
2020-06-08 14:52:17,ENTCORP,ENT-AP-02-01-02-02,0a:32:e7:31:57:aa,disassociated,-89
2020-06-08 06:10:30,ENTCORP,ENT-AP-03-03-01-01,d1:54:68:5e:7f:77,associated,-95
2020-06-08 07:54:10,ENTCORP,ENT-AP-03-03-01-01,d1:54:68:5e:7f:77,disassociated,-83
2020-06-08 08:01:56,ENTCORP,ENT-AP-01-03-02-03,d1:54:68:5e:7f:77,associated,-79
2020-06-08 15:50:38,ENTCORP,ENT-AP-01-03-02-03,d1:54:68:5e:7f:77,disassociated,-81
2020-06-08 02:20:00,ENTCORP,ENT-AP-04-01-01-01,39:0e:f3:f4:5d:cc,associated,-81
2020-06-08 07:58:16,ENTCORP,ENT-AP-04-01-01-01,39:0e:f3:f4:5d:cc,disassociated,-76
2020-06-08 08:08:21,ENTCORP,ENT-AP-04-01-02-02,39:0e:f3:f4:5d:cc,associated,-95
2020-06-08 12:58:20,ENTCORP,ENT-AP-04-01-02-02,39:0e:f3:f4:5d:cc,disassociated,-79
2020-06-08 01:13:48,ENTCORP,ENT-AP-04-01-01-02,9b:2b:a0:8f:35:5e,associated,-90
2020-06-08 04:34:51,ENTCORP,ENT-AP-04-01-01-02,9b:2b:a0:8f:35:5e,disassociated,-92
2020-06-08 04:46:40,ENTCORP,ENT-AP-04-01-01-02,9b:2b:a0:8f:35:5e,associated,-82
2020-06-08 06:30:11,ENTCORP,ENT-AP-04-01-01-02,9b:2b:a0:8f:35:5e,disassociated,-93
2020-06-08 06:36:19,ENTCORP,ENT-AP-04-01-01-02,9b:2b:a0:8f:35:5e,associated,-88
2020-06-08 12:19:12,ENTCORP,ENT-AP-04-01-01-02,9b:2b:a0:8f:35:5e,disassociated,-95
2020-06-08 01:31:46,ENTCORP,ENT-AP-03-02-02-01,66:ac:01:39:b6:f6,associated,-79
2020-06-08 08:28:18,ENTCORP,ENT-AP-03-02-02-01,66:ac:01:39:b6:f6,disassociated,-90
2020-06-08 08:48:21,ENTCORP,ENT-AP-03-01-01-01,66:ac:01:39:b6:f6,associated,-88
2020-06-08 13:01:47,ENTCORP,ENT-AP-03-01-01-01,66:ac:01:39:b6:f6,disassociated,-94
2020-06-08 07:56:06,ENTCORP,ENT-AP-01-03-02-02,b1:5c:c9:b0:29:c7,associated,-73
2020-06-08 11:34:47,ENTCORP,ENT-AP-01-03-02-02,b1:5c:c9:b0:29:c7,disassociated,-78
2020-06-08 12:00:50,ENTCORP,ENT-AP-04-01-01-01,b1:5c:c9:b0:29:c7,associated,-90
2020-06-08 20:55:00,ENTCORP,ENT-AP-04-01-01-01,b1:5c:c9:b0:29:c7,disassociated,-80
2020-06-08 04:37:35,ENTCORP,ENT-AP-02-03-02-02,b6:2b:73:dd:a0:21,associated,-77
2020-06-08 07:41:35,ENTCORP,ENT-AP-02-03-02-02,b6:2b:73:dd:a0:21,disassociated,-70
2020-06-08 08:03:42,ENTCORP,ENT-AP-02-03-02-02,b6:2b:73:dd:a0:21,associated,-84
2020-06-08 08:46:46,ENTCORP,ENT-AP-02-03-02-02,b6:2b:73:dd:a0:21,disassociated,-77
2020-06-08 08:56:22,ENTCORP,ENT-AP-02-03-01-02,b6:2b:73:dd:a0:21,associated,-72
2020-06-08 10:42:37,ENTCORP,ENT-AP-02-03-01-02,b6:2b:73:dd:a0:21,disassociated,-81
2020-06-08 11:12:27,ENTCORP,ENT-AP-03-03-01-01,b6:2b:73:dd:a0:21,associated,-83
2020-06-08 17:33:58,ENTCORP,ENT-AP-03-03-01-01,b6:2b:73:dd:a0:21,disassociated,-80
