dateTime,SSID,HOST,MACID,EVENT,RSSI
2020-06-10 07:16:09,ENTCORP,ENT-AP-02-03-03-02,bd:53:3c:a3:af:e9,disassociated,-70
2020-06-10 07:36:52,ENTCORP,ENT-AP-02-01-02-02,bd:53:3c:a3:af:e9,associated,-78
2020-06-10 14:29:25,ENTCORP,ENT-AP-02-01-02-02,bd:53:3c:a3:af:e9,disassociated,-70
2020-06-10 04:35:20,ENTCORP,ENT-AP-01-03-01-02,15:c9:11:5c:37:f0,associated,-84
2020-06-10 08:44:14,ENTCORP,ENT-AP-01-03-01-02,15:c9:11:5c:37:f0,disassociated,-77
2020-06-10 08:54:43,ENTCORP,ENT-AP-03-02-01-01,15:c9:11:5c:37:f0,associated,-88
2020-06-10 17:38:15,ENTCORP,ENT-AP-03-02-01-01,15:c9:11:5c:37:f0,disassociated,-87
2020-06-10 03:17:14,ENTCORP,ENT-AP-02-03-02-03,a3:ad:43:06:9a:86,associated,-83
2020-06-10 09:42:13,ENTCORP,ENT-AP-02-03-02-03,a3:ad:43:06:9a:86,disassociated,-77
2020-06-10 09:56:30,ENTCORP,ENT-AP-01-02-01-02,a3:ad:43:06:9a:86,associated,-95
2020-06-10 13:01:11,ENTCORP,ENT-AP-01-02-01-02,a3:ad:43:06:9a:86,disassociated,-71
2020-06-10 07:23:10,ENTCORP,ENT-AP-03-02-01-02,31:8b:cc:70:f3:3a,associated,-71
2020-06-10 13:00:09,ENTCORP,ENT-AP-03-02-01-02,31:8b:cc:70:f3:3a,disassociated,-81
2020-06-10 13:20:14,ENTCORP,ENT-AP-03-02-01-02,31:8b:cc:70:f3:3a,associated,-82
2020-06-10 21:52:42,ENTCORP,ENT-AP-03-02-01-02,31:8b:cc:70:f3:3a,disassociated,-73
2020-06-10 06:10:09,ENTCORP,ENT-AP-02-02-01-02,92:de:76:c0:4e:c5,associated,-74
2020-06-10 11:53:20,ENTCORP,ENT-AP-02-02-01-02,92:de:76:c0:4e:c5,disassociated,-87
2020-06-10 12:10:20,ENTCORP,ENT-AP-04-02-02-01,92:de:76:c0:4e:c5,associated,-83
2020-06-10 20:31:28,ENTCORP,ENT-AP-04-02-02-01,92:de:76:c0:4e:c5,disassociated,-95
2020-06-10 01:48:13,ENTCORP,ENT-AP-04-03-01-01,92:c6:92:a3:5c:0b,associated,-95
2020-06-10 04:44:13,ENTCORP,ENT-AP-04-03-01-01,92:c6:92:a3:5c:0b,disassociated,-90
2020-06-10 05:12:00,ENTCORP,ENT-AP-04-01-02-02,92:c6:92:a3:5c:0b,associated,-76
2020-06-10 06:07:47,ENTCORP,ENT-AP-04-01-02-02,92:c6:92:a3:5c:0b,disassociated,-80
2020-06-10 06:15:37,ENTCORP,ENT-AP-02-03-02-02,92:c6:92:a3:5c:0b,associated,-92
2020-06-10 07:26:56,ENTCORP,ENT-AP-02-03-02-02,92:c6:92:a3:5c:0b,disassociated,-74
2020-06-10 07:53:53,ENTCORP,ENT-AP-04-01-02-02,92:c6:92:a3:5c:0b,associated,-71
2020-06-10 13:56:47,ENTCORP,ENT-AP-04-01-02-02,92:c6:92:a3:5c:0b,disassociated,-91
2020-06-10 00:08:29,ENTCORP,ENT-AP-02-01-01-02,04:8a:fe:50:f6:73,associated,-95
2020-06-10 04:53:59,ENTCORP,ENT-AP-02-01-01-02,04:8a:fe:50:f6:73,disassociated,-94
2020-06-10 05:16:46,ENTCORP,ENT-AP-02-03-03-01,04:8a:fe:50:f6:73,associated,-88
2020-06-10 13:42:38,ENTCORP,ENT-AP-02-03-03-01,04:8a:fe:50:f6:73,disassociated,-94
2020-06-10 00:07:37,ENTCORP,ENT-AP-01-01-01-02,d1:00:86:04:2f:0f,associated,-82
2020-06-10 06:36:20,ENTCORP,ENT-AP-01-01-01-02,d1:00:86:04:2f:0f,disassociated,-73
2020-06-10 06:49:19,ENTCORP,ENT-AP-04-01-01-01,d1:00:86:04:2f:0f,associated,-91
2020-06-10 15:39:31,ENTCORP,ENT-AP-04-01-01-01,d1:00:86:04:2f:0f,disassociated,-76
2020-06-10 00:12:48,ENTCORP,ENT-AP-03-02-02-01,d5:de:fb:ac:16:e6,associated,-89
2020-06-10 06:30:13,ENTCORP,ENT-AP-03-02-02-01,d5:de:fb:ac:16:e6,disassociated,-74
2020-06-10 06:56:03,ENTCORP,ENT-AP-04-01-02-01,d5:de:fb:ac:16:e6,associated,-91
2020-06-10 13:31:46,ENTCORP,ENT-AP-04-01-02-01,d5:de:fb:ac:16:e6,disassociated,-72
2020-06-10 04:04:12,ENTCORP,ENT-AP-01-03-02-03,ad:f9:1a:a8:04:b8,associated,-71
2020-06-10 06:10:46,ENTCORP,ENT-AP-01-03-02-03,ad:f9:1a:a8:04:b8,disassociated,-74
2020-06-10 06:30:59,ENTCORP,ENT-AP-01-03-02-03,ad:f9:1a:a8:04:b8,associated,-94
2020-06-10 10:50:11,ENTCORP,ENT-AP-01-03-02-03,ad:f9:1a:a8:04:b8,disassociated,-84
2020-06-10 11:09:47,ENTCORP,ENT-AP-01-03-03-01,ad:f9:1a:a8:04:b8,associated,-83
2020-06-10 13:51:41,ENTCORP,ENT-AP-01-03-03-01,ad:f9:1a:a8:04:b8,disassociated,-94
2020-06-10 03:21:45,ENTCORP,ENT-AP-01-02-02-01,da:80:97:91:41:07,associated,-91
2020-06-10 11:23:12,ENTCORP,ENT-AP-01-02-02-01,da:80:97:91:41:07,disassociated,-84
2020-06-10 11:29:09,ENTCORP,ENT-AP-04-03-01-01,da:80:97:91:41:07,associated,-84
2020-06-10 17:46:25,ENTCORP,ENT-AP-04-03-01-01,da:80:97:91:41:07,disassociated,-90
2020-06-10 06:09:29,ENTCORP,ENT-AP-04-02-02-01,3e:43:d0:54:5e:b1,associated,-87
2020-06-10 06:55:39,ENTCORP,ENT-AP-04-02-02-01,3e:43:d0:54:5e:b1,disassociated,-71
2020-06-10 07:18:19,ENTCORP,ENT-AP-03-01-01-01,3e:43:d0:54:5e:b1,associated,-73
2020-06-10 10:42:21,ENTCORP,ENT-AP-03-01-01-01,3e:43:d0:54:5e:b1,disassociated,-94
2020-06-10 10:51:07,ENTCORP,ENT-AP-02-02-01-02,3e:43:d0:54:5e:b1,associated,-76
2020-06-10 15:58:23,ENTCORP,ENT-AP-02-02-01-02,3e:43:d0:54:5e:b1,disassociated,-86
2020-06-09 23:30:28,ENTCORP,ENT-AP-03-02-01-02,2a:a2:86:2d:25:72,associated,-73
2020-06-10 04:15:53,ENTCORP,ENT-AP-03-02-01-02,2a:a2:86:2d:25:72,disassociated,-78
2020-06-10 04:33:16,ENTCORP,ENT-AP-03-02-01-02,2a:a2:86:2d:25:72,associated,-95
2020-06-10 05:13:12,ENTCORP,ENT-AP-03-02-01-02,2a:a2:86:2d:25:72,disassociated,-79
2020-06-10 05:22:13,ENTCORP,ENT-AP-03-02-01-02,2a:a2:86:2d:25:72,associated,-91
2020-06-10 09:42:57,ENTCORP,ENT-AP-03-02-01-02,2a:a2:86:2d:25:72,disassociated,-71
2020-06-10 03:46:35,ENTCORP,ENT-AP-01-02-01-01,38:04:ec:25:fa:44,associated,-74
2020-06-10 10:11:48,ENTCORP,ENT-AP-01-02-01-01,38:04:ec:25:fa:44,disassociated,-88
2020-06-10 10:22:37,ENTCORP,ENT-AP-01-03-01-01,38:04:ec:25:fa:44,associated,-92
2020-06-10 13:40:52,ENTCORP,ENT-AP-01-03-01-01,38:04:ec:25:fa:44,disassociated,-82
2020-06-10 02:48:16,ENTCORP,ENT-AP-03-01-01-02,dd:e0:7b:d3:bd:ef,associated,-79
2020-06-10 07:01:25,ENTCORP,ENT-AP-03-01-01-02,dd:e0:7b:d3:bd:ef,disassociated,-77
2020-06-10 07:11:08,ENTCORP,ENT-AP-03-01-01-02,dd:e0:7b:d3:bd:ef,associated,-91
2020-06-10 09:24:15,ENTCORP,ENT-AP-03-01-01-02,dd:e0:7b:d3:bd:ef,disassociated,-86
2020-06-10 09:44:20,ENTCORP,ENT-AP-03-01-01-02,dd:e0:7b:d3:bd:ef,associated,-72
2020-06-10 10:30:52,ENTCORP,ENT-AP-03-01-01-02,dd:e0:7b:d3:bd:ef,disassociated,-89
2020-06-10 10:55:58,ENTCORP,ENT-AP-01-03-02-01,dd:e0:7b:d3:bd:ef,associated,-80
2020-06-10 13:49:43,ENTCORP,ENT-AP-01-03-02-01,dd:e0:7b:d3:bd:ef,disassociated,-71
2020-06-10 01:22:25,ENTCORP,ENT-AP-03-02-01-01,bd:44:e7:3e:15:8b,associated,-74
2020-06-10 09:22:33,ENTCORP,ENT-AP-03-02-01-01,bd:44:e7:3e:15:8b,disassociated,-74
2020-06-10 09:44:22,ENTCORP,ENT-AP-03-02-01-01,bd:44:e7:3e:15:8b,associated,-81
2020-06-10 15:06:58,ENTCORP,ENT-AP-03-02-01-01,bd:44:e7:3e:15:8b,disassociated,-80
2020-06-10 00:53:58,ENTCORP,ENT-AP-02-01-01-02,95:5e:81:63:7e:74,associated,-78
2020-06-10 04:59:41,ENTCORP,ENT-AP-02-01-01-02,95:5e:81:63:7e:74,disassociated,-72
2020-06-10 05:14:09,ENTCORP,ENT-AP-03-02-02-01,95:5e:81:63:7e:74,associated,-89
2020-06-10 09:10:16,ENTCORP,ENT-AP-03-02-02-01,95:5e:81:63:7e:74,disassociated,-76
2020-06-10 09:34:12,ENTCORP,ENT-AP-03-02-02-01,95:5e:81:63:7e:74,associated,-81
2020-06-10 14:23:20,ENTCORP,ENT-AP-03-02-02-01,95:5e:81:63:7e:74,disassociated,-94
2020-06-10 01:36:19,ENTCORP,ENT-AP-02-03-03-01,db:be:99:52:eb:d1,associated,-74
2020-06-10 05:34:57,ENTCORP,ENT-AP-02-03-03-01,db:be:99:52:eb:d1,disassociated,-80
2020-06-10 05:58:01,ENTCORP,ENT-AP-03-03-03-01,db:be:99:52:eb:d1,associated,-71
2020-06-10 08:06:03,ENTCORP,ENT-AP-03-03-03-01,db:be:99:52:eb:d1,disassociated,-78
2020-06-10 08:23:30,ENTCORP,ENT-AP-04-02-02-01,db:be:99:52:eb:d1,associated,-88
2020-06-10 10:32:53,ENTCORP,ENT-AP-04-02-02-01,db:be:99:52:eb:d1,disassociated,-81
2020-06-10 04:57:59,ENTCORP,ENT-AP-03-01-02-02,13:cf:b8:fd:dc:25,associated,-87
2020-06-10 11:03:12,ENTCORP,ENT-AP-03-01-02-02,13:cf:b8:fd:dc:25,disassociated,-85
2020-06-10 11:12:30,ENTCORP,ENT-AP-04-01-02-02,13:cf:b8:fd:dc:25,associated,-84
2020-06-10 12:36:42,ENTCORP,ENT-AP-04-01-02-02,13:cf:b8:fd:dc:25,disassociated,-94
2020-06-10 12:58:32,ENTCORP,ENT-AP-02-03-03-01,13:cf:b8:fd:dc:25,associated,-83
2020-06-10 17:41:53,ENTCORP,ENT-AP-02-03-03-01,13:cf:b8:fd:dc:25,disassociated,-85
2020-06-10 01:25:13,ENTCORP,ENT-AP-03-03-02-02,d9:a6:7d:36:ea:4b,associated,-92
2020-06-10 05:30:05,ENTCORP,ENT-AP-03-03-02-02,d9:a6:7d:36:ea:4b,disassociated,-85
2020-06-10 05:46:49,ENTCORP,ENT-AP-04-02-01-02,d9:a6:7d:36:ea:4b,associated,-82
2020-06-10 07:30:47,ENTCORP,ENT-AP-04-02-01-02,d9:a6:7d:36:ea:4b,disassociated,-89
2020-06-10 07:48:23,ENTCORP,ENT-AP-01-03-02-03,d9:a6:7d:36:ea:4b,associated,-73
2020-06-10 15:55:00,ENTCORP,ENT-AP-01-03-02-03,d9:a6:7d:36:ea:4b,disassociated,-74
2020-06-10 00:28:45,ENTCORP,ENT-AP-04-01-01-02,f6:c4:51:0a:51:23,associated,-90
2020-06-10 05:07:20,ENTCORP,ENT-AP-04-01-01-02,f6:c4:51:0a:51:23,disassociated,-89
2020-06-10 05:24:16,ENTCORP,ENT-AP-04-01-01-02,f6:c4:51:0a:51:23,associated,-72
2020-06-10 05:53:51,ENTCORP,ENT-AP-04-01-01-02,f6:c4:51:0a:51:23,disassociated,-75
2020-06-10 06:09:28,ENTCORP,ENT-AP-01-02-01-01,f6:c4:51:0a:51:23,associated,-92
2020-06-10 07:42:24,ENTCORP,ENT-AP-01-02-01-01,f6:c4:51:0a:51:23,disassociated,-94
2020-06-10 07:47:53,ENTCORP,ENT-AP-02-03-01-02,f6:c4:51:0a:51:23,associated,-70
2020-06-10 13:18:59,ENTCORP,ENT-AP-02-03-01-02,f6:c4:51:0a:51:23,disassociated,-84
2020-06-10 02:25:33,ENTCORP,ENT-AP-04-02-01-01,3c:35:21:7b:3d:8c,associated,-81
2020-06-10 05:15:16,ENTCORP,ENT-AP-04-02-01-01,3c:35:21:7b:3d:8c,disassociated,-89
2020-06-10 05:31:58,ENTCORP,ENT-AP-04-02-01-01,3c:35:21:7b:3d:8c,associated,-85
2020-06-10 05:56:40,ENTCORP,ENT-AP-04-02-01-01,3c:35:21:7b:3d:8c,disassociated,-83
2020-06-10 06:06:22,ENTCORP,ENT-AP-04-02-01-01,3c:35:21:7b:3d:8c,associated,-95
2020-06-10 13:38:37,ENTCORP,ENT-AP-04-02-01-01,3c:35:21:7b:3d:8c,disassociated,-92
2020-06-10 07:46:07,ENTCORP,ENT-AP-02-03-02-03,75:05:1c:27:3f:64,associated,-90
2020-06-10 13:44:07,ENTCORP,ENT-AP-02-03-02-03,75:05:1c:27:3f:64,disassociated,-77
2020-06-10 14:08:00,ENTCORP,ENT-AP-02-03-02-03,75:05:1c:27:3f:64,associated,-84
2020-06-10 17:54:33,ENTCORP,ENT-AP-02-03-02-03,75:05:1c:27:3f:64,disassociated,-85
2020-06-10 01:32:36,ENTCORP,ENT-AP-01-02-01-01,16:f5:4a:fa:c0:6f,associated,-77
2020-06-10 08:41:40,ENTCORP,ENT-AP-01-02-01-01,16:f5:4a:fa:c0:6f,disassociated,-91
2020-06-10 09:03:49,ENTCORP,ENT-AP-03-01-01-01,16:f5:4a:fa:c0:6f,associated,-77
2020-06-10 15:42:53,ENTCORP,ENT-AP-03-01-01-01,16:f5:4a:fa:c0:6f,disassociated,-72
2020-06-10 00:34:33,ENTCORP,ENT-AP-02-02-01-01,ad:f9:1a:a8:04:b8,associated,-75
2020-06-10 05:13:00,ENTCORP,ENT-AP-02-02-01-01,ad:f9:1a:a8:04:b8,disassociated,-80
2020-06-10 05:30:29,ENTCORP,ENT-AP-02-03-02-03,ad:f9:1a:a8:04:b8,associated,-71
2020-06-10 10:32:31,ENTCORP,ENT-AP-02-03-02-03,ad:f9:1a:a8:04:b8,disassociated,-93
2020-06-10 05:55:18,ENTCORP,ENT-AP-04-02-01-01,08:47:5a:2c:1a:2f,associated,-94
2020-06-10 13:25:34,ENTCORP,ENT-AP-04-02-01-01,08:47:5a:2c:1a:2f,disassociated,-79
2020-06-10 13:51:30,ENTCORP,ENT-AP-03-01-01-02,08:47:5a:2c:1a:2f,associated,-84
2020-06-10 20:34:12,ENTCORP,ENT-AP-03-01-01-02,08:47:5a:2c:1a:2f,disassociated,-87
2020-06-10 07:14:51,ENTCORP,ENT-AP-03-03-03-01,9d:8d:78:8c:85:b9,associated,-95
2020-06-10 13:05:44,ENTCORP,ENT-AP-03-03-03-01,9d:8d:78:8c:85:b9,disassociated,-91
2020-06-10 13:27:49,ENTCORP,ENT-AP-03-03-03-01,9d:8d:78:8c:85:b9,associated,-82
2020-06-10 22:25:30,ENTCORP,ENT-AP-03-03-03-01,9d:8d:78:8c:85:b9,disassociated,-77
2020-06-10 01:52:50,ENTCORP,ENT-AP-01-02-01-02,13:b9:de:78:83:18,associated,-77
2020-06-10 06:17:40,ENTCORP,ENT-AP-01-02-01-02,13:b9:de:78:83:18,disassociated,-75
2020-06-10 06:34:03,ENTCORP,ENT-AP-04-01-01-01,13:b9:de:78:83:18,associated,-73
2020-06-10 12:31:47,ENTCORP,ENT-AP-04-01-01-01,13:b9:de:78:83:18,disassociated,-93
2020-06-10 04:46:27,ENTCORP,ENT-AP-03-02-02-01,35:ee:92:3d:c9:39,associated,-93
2020-06-10 06:40:43,ENTCORP,ENT-AP-03-02-02-01,35:ee:92:3d:c9:39,disassociated,-94
2020-06-10 07:01:10,ENTCORP,ENT-AP-03-03-02-01,35:ee:92:3d:c9:39,associated,-89
2020-06-10 11:04:15,ENTCORP,ENT-AP-03-03-02-01,35:ee:92:3d:c9:39,disassociated,-95
2020-06-10 11:18:27,ENTCORP,ENT-AP-03-02-02-01,35:ee:92:3d:c9:39,associated,-74
2020-06-10 15:41:39,ENTCORP,ENT-AP-03-02-02-01,35:ee:92:3d:c9:39,disassociated,-73
2020-06-10 06:08:18,ENTCORP,ENT-AP-02-03-02-01,a9:ea:29:8c:64:e0,associated,-82
2020-06-10 08:22:22,ENTCORP,ENT-AP-02-03-02-01,a9:ea:29:8c:64:e0,disassociated,-95
2020-06-10 08:43:23,ENTCORP,ENT-AP-01-03-01-01,a9:ea:29:8c:64:e0,associated,-89
2020-06-10 14:12:18,ENTCORP,ENT-AP-01-03-01-01,a9:ea:29:8c:64:e0,disassociated,-83
2020-06-10 14:33:25,ENTCORP,ENT-AP-02-03-02-01,a9:ea:29:8c:64:e0,associated,-74
2020-06-10 20:55:17,ENTCORP,ENT-AP-02-03-02-01,a9:ea:29:8c:64:e0,disassociated,-76
2020-06-10 01:18:30,ENTCORP,ENT-AP-03-03-03-01,0f:77:af:15:dd:92,associated,-83
2020-06-10 09:03:48,ENTCORP,ENT-AP-03-03-03-01,0f:77:af:15:dd:92,disassociated,-87
2020-06-10 09:22:25,ENTCORP,ENT-AP-03-03-03-01,0f:77:af:15:dd:92,associated,-76
2020-06-10 17:07:06,ENTCORP,ENT-AP-03-03-03-01,0f:77:af:15:dd:92,disassociated,-92
2020-06-10 02:21:53,ENTCORP,ENT-AP-03-03-03-02,d0:42:28:17:d7:a9,associated,-92
2020-06-10 08:27:42,ENTCORP,ENT-AP-03-03-03-02,d0:42:28:17:d7:a9,disassociated,-81
2020-06-10 08:35:27,ENTCORP,ENT-AP-03-03-03-02,d0:42:28:17:d7:a9,associated,-78
2020-06-10 11:05:39,ENTCORP,ENT-AP-03-03-03-02,d0:42:28:17:d7:a9,disassociated,-82
2020-06-10 11:20:24,ENTCORP,ENT-AP-03-03-03-02,d0:42:28:17:d7:a9,associated,-74
2020-06-10 17:41:32,ENTCORP,ENT-AP-03-03-03-02,d0:42:28:17:d7:a9,disassociated,-88
2020-06-09 23:27:23,ENTCORP,ENT-AP-02-02-02-01,32:b4:87:d7:13:bf,associated,-95
2020-06-10 03:25:54,ENTCORP,ENT-AP-02-02-02-01,32:b4:87:d7:13:bf,disassociated,-92
2020-06-10 03:38:29,ENTCORP,ENT-AP-02-02-02-01,32:b4:87:d7:13:bf,associated,-83
2020-06-10 12:01:30,ENTCORP,ENT-AP-02-02-02-01,32:b4:87:d7:13:bf,disassociated,-72
2020-06-10 07:39:58,ENTCORP,ENT-AP-02-03-02-03,c0:0e:0b:ad:06:9e,associated,-70
2020-06-10 08:36:42,ENTCORP,ENT-AP-02-03-02-03,c0:0e:0b:ad:06:9e,disassociated,-87
2020-06-10 08:58:41,ENTCORP,ENT-AP-02-01-02-02,c0:0e:0b:ad:06:9e,associated,-85
2020-06-10 14:44:51,ENTCORP,ENT-AP-02-01-02-02,c0:0e:0b:ad:06:9e,disassociated,-90
2020-06-10 14:56:52,ENTCORP,ENT-AP-02-01-02-02,c0:0e:0b:ad:06:9e,associated,-91
2020-06-10 20:36:26,ENTCORP,ENT-AP-02-01-02-02,c0:0e:0b:ad:06:9e,disassociated,-78
2020-06-10 01:43:44,ENTCORP,ENT-AP-03-03-01-01,bf:bc:68:5c:c7:74,associated,-89
2020-06-10 07:41:00,ENTCORP,ENT-AP-03-03-01-01,bf:bc:68:5c:c7:74,disassociated,-77
2020-06-10 07:50:23,ENTCORP,ENT-AP-03-03-01-01,bf:bc:68:5c:c7:74,associated,-79
2020-06-10 10:43:37,ENTCORP,ENT-AP-03-03-01-01,bf:bc:68:5c:c7:74,disassociated,-83
2020-06-10 06:03:57,ENTCORP,ENT-AP-02-03-03-02,5a:4a:c4:5c:55:d4,associated,-89
2020-06-10 14:25:42,ENTCORP,ENT-AP-02-03-03-02,5a:4a:c4:5c:55:d4,disassociated,-94
2020-06-10 14:50:15,ENTCORP,ENT-AP-02-03-03-02,5a:4a:c4:5c:55:d4,associated,-71
2020-06-10 21:33:50,ENTCORP,ENT-AP-02-03-03-02,5a:4a:c4:5c:55:d4,disassociated,-80
2020-06-10 04:33:18,ENTCORP,ENT-AP-03-02-01-01,91:f3:92:b3:5b:b6,associated,-73
2020-06-10 06:22:58,ENTCORP,ENT-AP-03-02-01-01,91:f3:92:b3:5b:b6,disassociated,-77
2020-06-10 06:30:25,ENTCORP,ENT-AP-03-02-01-01,91:f3:92:b3:5b:b6,associated,-71
2020-06-10 14:42:40,ENTCORP,ENT-AP-03-02-01-01,91:f3:92:b3:5b:b6,disassociated,-88
2020-06-10 02:10:31,ENTCORP,ENT-AP-04-03-01-01,4c:c6:a4:6d:2a:7a,associated,-83
2020-06-10 07:27:51,ENTCORP,ENT-AP-04-03-01-01,4c:c6:a4:6d:2a:7a,disassociated,-82
2020-06-10 07:50:48,ENTCORP,ENT-AP-04-03-01-01,4c:c6:a4:6d:2a:7a,associated,-79
2020-06-10 10:41:41,ENTCORP,ENT-AP-04-03-01-01,4c:c6:a4:6d:2a:7a,disassociated,-95
2020-06-10 10:54:00,ENTCORP,ENT-AP-01-01-02-02,4c:c6:a4:6d:2a:7a,associated,-76
2020-06-10 19:49:56,ENTCORP,ENT-AP-01-01-02-02,4c:c6:a4:6d:2a:7a,disassociated,-77
2020-06-09 23:42:54,ENTCORP,ENT-AP-03-01-01-01,a3:f6:69:52:6e:6d,associated,-70
2020-06-10 06:57:18,ENTCORP,ENT-AP-03-01-01-01,a3:f6:69:52:6e:6d,disassociated,-90
2020-06-10 07:04:58,ENTCORP,ENT-AP-04-02-02-01,a3:f6:69:52:6e:6d,associated,-89
2020-06-10 07:33:07,ENTCORP,ENT-AP-04-02-02-01,a3:f6:69:52:6e:6d,disassociated,-85
2020-06-10 07:53:52,ENTCORP,ENT-AP-03-02-01-01,a3:f6:69:52:6e:6d,associated,-77
2020-06-10 12:44:17,ENTCORP,ENT-AP-03-02-01-01,a3:f6:69:52:6e:6d,disassociated,-91
2020-06-10 02:44:15,ENTCORP,ENT-AP-01-02-01-02,b1:46:cd:5e:13:fe,associated,-80
2020-06-10 05:29:18,ENTCORP,ENT-AP-01-02-01-02,b1:46:cd:5e:13:fe,disassociated,-85
2020-06-10 05:52:07,ENTCORP,ENT-AP-01-03-01-01,b1:46:cd:5e:13:fe,associated,-73
2020-06-10 10:08:09,ENTCORP,ENT-AP-01-03-01-01,b1:46:cd:5e:13:fe,disassociated,-87
2020-06-10 10:34:55,ENTCORP,ENT-AP-01-02-01-01,b1:46:cd:5e:13:fe,associated,-94
2020-06-10 17:13:58,ENTCORP,ENT-AP-01-02-01-01,b1:46:cd:5e:13:fe,disassociated,-70
2020-06-10 00:28:15,ENTCORP,ENT-AP-02-01-02-02,a5:4b:ac:30:26:7f,associated,-84
2020-06-10 02:22:34,ENTCORP,ENT-AP-02-01-02-02,a5:4b:ac:30:26:7f,disassociated,-94
2020-06-10 02:36:54,ENTCORP,ENT-AP-01-02-02-01,a5:4b:ac:30:26:7f,associated,-88
2020-06-10 03:59:05,ENTCORP,ENT-AP-01-02-02-01,a5:4b:ac:30:26:7f,disassociated,-89
2020-06-10 04:28:46,ENTCORP,ENT-AP-03-02-02-01,a5:4b:ac:30:26:7f,associated,-77
2020-06-10 10:17:42,ENTCORP,ENT-AP-03-02-02-01,a5:4b:ac:30:26:7f,disassociated,-78
2020-06-09 23:56:51,ENTCORP,ENT-AP-04-01-01-02,bc:c7:b5:6e:ef:b7,associated,-83
2020-06-10 02:44:35,ENTCORP,ENT-AP-04-01-01-02,bc:c7:b5:6e:ef:b7,disassociated,-94
2020-06-10 03:03:29,ENTCORP,ENT-AP-02-03-02-03,bc:c7:b5:6e:ef:b7,associated,-70
2020-06-10 08:02:01,ENTCORP,ENT-AP-02-03-02-03,bc:c7:b5:6e:ef:b7,disassociated,-90
2020-06-10 08:08:50,ENTCORP,ENT-AP-02-03-02-03,bc:c7:b5:6e:ef:b7,associated,-86
2020-06-10 09:22:39,ENTCORP,ENT-AP-02-03-02-03,bc:c7:b5:6e:ef:b7,disassociated,-80
2020-06-10 02:04:19,ENTCORP,ENT-AP-01-03-02-02,ad:f9:1a:a8:04:b8,associated,-89
2020-06-10 05:20:11,ENTCORP,ENT-AP-01-03-02-02,ad:f9:1a:a8:04:b8,disassociated,-94
2020-06-10 05:40:24,ENTCORP,ENT-AP-01-01-01-02,ad:f9:1a:a8:04:b8,associated,-87
