dateTime,SSID,HOST,MACID,EVENT,RSSI
2020-06-09 03:29:18,ENTCORP,ENT-AP-01-01-01-01,b1:42:7f:46:51:62,associated,-73
2020-06-09 11:44:48,ENTCORP,ENT-AP-01-01-01-01,b1:42:7f:46:51:62,disassociated,-92
2020-06-09 01:22:45,ENTCORP,ENT-AP-01-01-02-02,99:33:17:6b:f4:08,associated,-88
2020-06-09 03:33:18,ENTCORP,ENT-AP-01-01-02-02,99:33:17:6b:f4:08,disassociated,-92
2020-06-09 03:52:08,ENTCORP,ENT-AP-01-01-02-02,99:33:17:6b:f4:08,associated,-91
2020-06-09 10:14:51,ENTCORP,ENT-AP-01-01-02-02,99:33:17:6b:f4:08,disassociated,-78
2020-06-09 04:30:23,ENTCORP,ENT-AP-02-01-01-01,53:de:e5:09:74:5f,associated,-86
2020-06-09 12:15:57,ENTCORP,ENT-AP-02-01-01-01,53:de:e5:09:74:5f,disassociated,-75
2020-06-09 12:38:43,ENTCORP,ENT-AP-02-01-01-01,53:de:e5:09:74:5f,associated,-85
2020-06-09 19:18:25,ENTCORP,ENT-AP-02-01-01-01,53:de:e5:09:74:5f,disassociated,-73
2020-06-09 00:04:24,ENTCORP,ENT-AP-02-02-01-02,7a:5e:7d:18:06:d4,associated,-91
2020-06-09 01:40:28,ENTCORP,ENT-AP-02-02-01-02,7a:5e:7d:18:06:d4,disassociated,-94
2020-06-09 01:52:18,ENTCORP,ENT-AP-04-01-01-01,7a:5e:7d:18:06:d4,associated,-82
2020-06-09 10:37:38,ENTCORP,ENT-AP-04-01-01-01,7a:5e:7d:18:06:d4,disassociated,-78
2020-06-09 00:41:13,ENTCORP,ENT-AP-01-01-02-01,db:85:4b:df:c2:f7,associated,-79
2020-06-09 03:30:18,ENTCORP,ENT-AP-01-01-02-01,db:85:4b:df:c2:f7,disassociated,-80
2020-06-09 03:41:55,ENTCORP,ENT-AP-02-03-03-01,db:85:4b:df:c2:f7,associated,-81
2020-06-09 09:30:58,ENTCORP,ENT-AP-02-03-03-01,db:85:4b:df:c2:f7,disassociated,-94
2020-06-09 06:49:19,ENTCORP,ENT-AP-03-03-03-01,f1:f1:9d:32:89:e8,associated,-78
2020-06-09 12:50:25,ENTCORP,ENT-AP-03-03-03-01,f1:f1:9d:32:89:e8,disassociated,-93
2020-06-09 12:57:06,ENTCORP,ENT-AP-03-03-03-01,f1:f1:9d:32:89:e8,associated,-78
2020-06-09 14:30:41,ENTCORP,ENT-AP-03-03-03-01,f1:f1:9d:32:89:e8,disassociated,-85
2020-06-09 14:37:14,ENTCORP,ENT-AP-03-03-03-01,f1:f1:9d:32:89:e8,associated,-72
2020-06-09 23:20:28,ENTCORP,ENT-AP-03-03-03-01,f1:f1:9d:32:89:e8,disassociated,-83
2020-06-08 23:20:42,ENTCORP,ENT-AP-01-01-01-01,22:50:2a:ae:00:31,associated,-82
2020-06-09 03:27:30,ENTCORP,ENT-AP-01-01-01-01,22:50:2a:ae:00:31,disassociated,-76
2020-06-09 03:44:44,ENTCORP,ENT-AP-03-03-02-01,22:50:2a:ae:00:31,associated,-79
2020-06-09 07:41:48,ENTCORP,ENT-AP-03-03-02-01,22:50:2a:ae:00:31,disassociated,-75
2020-06-09 07:54:12,ENTCORP,ENT-AP-01-01-01-01,22:50:2a:ae:00:31,associated,-91
2020-06-09 11:51:32,ENTCORP,ENT-AP-01-01-01-01,22:50:2a:ae:00:31,disassociated,-89
2020-06-09 06:53:05,ENTCORP,ENT-AP-04-02-02-01,f3:8c:0d:9a:48:26,associated,-83
2020-06-09 13:14:28,ENTCORP,ENT-AP-04-02-02-01,f3:8c:0d:9a:48:26,disassociated,-88
2020-06-09 13:38:42,ENTCORP,ENT-AP-02-01-01-01,f3:8c:0d:9a:48:26,associated,-86
2020-06-09 16:24:45,ENTCORP,ENT-AP-02-01-01-01,f3:8c:0d:9a:48:26,disassociated,-80
2020-06-09 07:33:47,ENTCORP,ENT-AP-02-03-03-01,30:57:a7:cd:bd:b9,associated,-82
2020-06-09 10:21:03,ENTCORP,ENT-AP-02-03-03-01,30:57:a7:cd:bd:b9,disassociated,-85
2020-06-09 10:35:27,ENTCORP,ENT-AP-02-02-01-01,30:57:a7:cd:bd:b9,associated,-84
2020-06-09 12:34:45,ENTCORP,ENT-AP-02-02-01-01,30:57:a7:cd:bd:b9,disassociated,-79
2020-06-09 12:51:29,ENTCORP,ENT-AP-02-02-01-01,30:57:a7:cd:bd:b9,associated,-71
2020-06-09 16:11:34,ENTCORP,ENT-AP-02-02-01-01,30:57:a7:cd:bd:b9,disassociated,-78
2020-06-09 16:17:36,ENTCORP,ENT-AP-02-02-01-01,30:57:a7:cd:bd:b9,associated,-76
2020-06-09 19:29:15,ENTCORP,ENT-AP-02-02-01-01,30:57:a7:cd:bd:b9,disassociated,-85
2020-06-09 02:17:13,ENTCORP,ENT-AP-01-03-02-01,a7:24:a7:b9:1d:a8,associated,-75
2020-06-09 10:35:39,ENTCORP,ENT-AP-01-03-02-01,a7:24:a7:b9:1d:a8,disassociated,-79
2020-06-09 11:01:20,ENTCORP,ENT-AP-04-01-01-02,a7:24:a7:b9:1d:a8,associated,-95
2020-06-09 18:45:30,ENTCORP,ENT-AP-04-01-01-02,a7:24:a7:b9:1d:a8,disassociated,-80
2020-06-08 23:43:50,ENTCORP,ENT-AP-03-01-01-01,a8:2b:8a:a7:c3:c7,associated,-86
2020-06-09 04:05:50,ENTCORP,ENT-AP-03-01-01-01,a8:2b:8a:a7:c3:c7,disassociated,-71
2020-06-09 04:27:10,ENTCORP,ENT-AP-03-01-01-01,a8:2b:8a:a7:c3:c7,associated,-88
2020-06-09 05:25:28,ENTCORP,ENT-AP-03-01-01-01,a8:2b:8a:a7:c3:c7,disassociated,-88
2020-06-09 05:40:34,ENTCORP,ENT-AP-02-01-02-02,a8:2b:8a:a7:c3:c7,associated,-87
2020-06-09 08:57:15,ENTCORP,ENT-AP-02-01-02-02,a8:2b:8a:a7:c3:c7,disassociated,-72
2020-06-09 01:25:40,ENTCORP,ENT-AP-02-01-01-02,8e:74:de:2b:1c:44,associated,-85
2020-06-09 07:37:39,ENTCORP,ENT-AP-02-01-01-02,8e:74:de:2b:1c:44,disassociated,-79
2020-06-09 07:51:22,ENTCORP,ENT-AP-03-03-02-03,8e:74:de:2b:1c:44,associated,-87
2020-06-09 12:49:17,ENTCORP,ENT-AP-03-03-02-03,8e:74:de:2b:1c:44,disassociated,-94
2020-06-09 05:57:49,ENTCORP,ENT-AP-01-03-02-01,2b:7e:31:d2:25:7d,associated,-85
2020-06-09 09:25:28,ENTCORP,ENT-AP-01-03-02-01,2b:7e:31:d2:25:7d,disassociated,-79
2020-06-09 09:38:55,ENTCORP,ENT-AP-02-02-01-02,2b:7e:31:d2:25:7d,associated,-72
2020-06-09 10:10:08,ENTCORP,ENT-AP-02-02-01-02,2b:7e:31:d2:25:7d,disassociated,-84
2020-06-09 10:17:09,ENTCORP,ENT-AP-01-03-02-01,2b:7e:31:d2:25:7d,associated,-87
2020-06-09 15:28:12,ENTCORP,ENT-AP-01-03-02-01,2b:7e:31:d2:25:7d,disassociated,-82
2020-06-09 00:29:44,ENTCORP,ENT-AP-03-03-03-01,39:9d:9e:0c:7a:e8,associated,-91
2020-06-09 07:54:58,ENTCORP,ENT-AP-03-03-03-01,39:9d:9e:0c:7a:e8,disassociated,-86
2020-06-09 08:06:37,ENTCORP,ENT-AP-03-03-02-01,39:9d:9e:0c:7a:e8,associated,-95
2020-06-09 12:30:02,ENTCORP,ENT-AP-03-03-02-01,39:9d:9e:0c:7a:e8,disassociated,-74
2020-06-09 03:53:31,ENTCORP,ENT-AP-02-03-02-03,19:70:a3:90:bc:e4,associated,-70
2020-06-09 08:39:59,ENTCORP,ENT-AP-02-03-02-03,19:70:a3:90:bc:e4,disassociated,-78
2020-06-09 09:01:30,ENTCORP,ENT-AP-02-03-02-03,19:70:a3:90:bc:e4,associated,-74
2020-06-09 13:43:31,ENTCORP,ENT-AP-02-03-02-03,19:70:a3:90:bc:e4,disassociated,-82
2020-06-09 03:58:21,ENTCORP,ENT-AP-03-02-01-02,db:be:99:52:eb:d1,associated,-82
2020-06-09 09:19:00,ENTCORP,ENT-AP-03-02-01-02,db:be:99:52:eb:d1,disassociated,-88
2020-06-09 09:29:41,ENTCORP,ENT-AP-03-03-03-02,db:be:99:52:eb:d1,associated,-86
2020-06-09 15:54:19,ENTCORP,ENT-AP-03-03-03-02,db:be:99:52:eb:d1,disassociated,-74
2020-06-09 03:57:49,ENTCORP,ENT-AP-03-03-03-01,cb:0a:e0:22:c9:ea,associated,-94
2020-06-09 07:38:54,ENTCORP,ENT-AP-03-03-03-01,cb:0a:e0:22:c9:ea,disassociated,-74
2020-06-09 07:57:52,ENTCORP,ENT-AP-03-03-01-01,cb:0a:e0:22:c9:ea,associated,-83
2020-06-09 13:10:06,ENTCORP,ENT-AP-03-03-01-01,cb:0a:e0:22:c9:ea,disassociated,-77
2020-06-09 02:20:02,ENTCORP,ENT-AP-02-03-01-01,17:a0:73:5d:2b:73,associated,-80
2020-06-09 10:19:24,ENTCORP,ENT-AP-02-03-01-01,17:a0:73:5d:2b:73,disassociated,-72
2020-06-09 10:30:24,ENTCORP,ENT-AP-02-03-01-01,17:a0:73:5d:2b:73,associated,-71
2020-06-09 15:28:40,ENTCORP,ENT-AP-02-03-01-01,17:a0:73:5d:2b:73,disassociated,-71
2020-06-09 05:02:15,ENTCORP,ENT-AP-01-03-03-01,c7:5b:e3:ce:43:b7,associated,-72
2020-06-09 08:34:50,ENTCORP,ENT-AP-01-03-03-01,c7:5b:e3:ce:43:b7,disassociated,-89
2020-06-09 08:48:10,ENTCORP,ENT-AP-01-03-03-01,c7:5b:e3:ce:43:b7,associated,-74
2020-06-09 17:02:55,ENTCORP,ENT-AP-01-03-03-01,c7:5b:e3:ce:43:b7,disassociated,-72
2020-06-09 05:33:27,ENTCORP,ENT-AP-04-02-01-02,16:88:ba:b7:3c:dd,associated,-73
2020-06-09 11:50:55,ENTCORP,ENT-AP-04-02-01-02,16:88:ba:b7:3c:dd,disassociated,-84
2020-06-09 12:17:11,ENTCORP,ENT-AP-03-02-01-02,16:88:ba:b7:3c:dd,associated,-70
2020-06-09 15:37:10,ENTCORP,ENT-AP-03-02-01-02,16:88:ba:b7:3c:dd,disassociated,-90
2020-06-09 02:10:44,ENTCORP,ENT-AP-04-01-02-02,56:d8:2a:19:d7:40,associated,-93
2020-06-09 09:42:41,ENTCORP,ENT-AP-04-01-02-02,56:d8:2a:19:d7:40,disassociated,-92
2020-06-09 10:10:27,ENTCORP,ENT-AP-04-01-02-02,56:d8:2a:19:d7:40,associated,-81
2020-06-09 16:36:20,ENTCORP,ENT-AP-04-01-02-02,56:d8:2a:19:d7:40,disassociated,-77
2020-06-09 01:38:02,ENTCORP,ENT-AP-04-02-02-01,71:95:00:d5:58:8d,associated,-80
2020-06-09 09:45:13,ENTCORP,ENT-AP-04-02-02-01,71:95:00:d5:58:8d,disassociated,-70
2020-06-09 10:00:21,ENTCORP,ENT-AP-04-02-02-01,71:95:00:d5:58:8d,associated,-83
2020-06-09 10:18:32,ENTCORP,ENT-AP-04-02-02-01,71:95:00:d5:58:8d,disassociated,-89
2020-06-09 02:01:27,ENTCORP,ENT-AP-03-02-01-02,e9:5a:5f:4d:21:3c,associated,-84
2020-06-09 03:37:48,ENTCORP,ENT-AP-03-02-01-02,e9:5a:5f:4d:21:3c,disassociated,-77
2020-06-09 03:57:56,ENTCORP,ENT-AP-03-03-03-02,e9:5a:5f:4d:21:3c,associated,-81
2020-06-09 04:21:29,ENTCORP,ENT-AP-03-03-03-02,e9:5a:5f:4d:21:3c,disassociated,-95
2020-06-09 04:38:14,ENTCORP,ENT-AP-03-03-03-02,e9:5a:5f:4d:21:3c,associated,-95
2020-06-09 13:31:09,ENTCORP,ENT-AP-03-03-03-02,e9:5a:5f:4d:21:3c,disassociated,-95
2020-06-09 00:41:37,ENTCORP,ENT-AP-03-03-03-01,9a:9c:3b:a3:0e:bf,associated,-90
2020-06-09 07:32:11,ENTCORP,ENT-AP-03-03-03-01,9a:9c:3b:a3:0e:bf,disassociated,-82
2020-06-09 07:37:11,ENTCORP,ENT-AP-01-03-02-03,9a:9c:3b:a3:0e:bf,associated,-86
2020-06-09 11:30:24,ENTCORP,ENT-AP-01-03-02-03,9a:9c:3b:a3:0e:bf,disassociated,-92
2020-06-09 03:15:39,ENTCORP,ENT-AP-03-03-02-02,fe:60:c0:f0:4c:c5,associated,-89
2020-06-09 06:36:03,ENTCORP,ENT-AP-03-03-02-02,fe:60:c0:f0:4c:c5,disassociated,-72
2020-06-09 06:51:31,ENTCORP,ENT-AP-03-03-01-01,fe:60:c0:f0:4c:c5,associated,-93
2020-06-09 07:23:34,ENTCORP,ENT-AP-03-03-01-01,fe:60:c0:f0:4c:c5,disassociated,-82
2020-06-09 07:34:27,ENTCORP,ENT-AP-03-03-02-02,fe:60:c0:f0:4c:c5,associated,-87
2020-06-09 11:09:00,ENTCORP,ENT-AP-03-03-02-02,fe:60:c0:f0:4c:c5,disassociated,-87
2020-06-09 11:23:23,ENTCORP,ENT-AP-03-03-02-02,fe:60:c0:f0:4c:c5,associated,-74
2020-06-09 12:17:54,ENTCORP,ENT-AP-03-03-02-02,fe:60:c0:f0:4c:c5,disassociated,-87
2020-06-09 07:11:07,ENTCORP,ENT-AP-02-03-03-02,18:6c:c5:88:32:92,associated,-79
2020-06-09 12:38:49,ENTCORP,ENT-AP-02-03-03-02,18:6c:c5:88:32:92,disassociated,-71
2020-06-09 13:04:27,ENTCORP,ENT-AP-03-01-01-01,18:6c:c5:88:32:92,associated,-85
2020-06-09 15:57:32,ENTCORP,ENT-AP-03-01-01-01,18:6c:c5:88:32:92,disassociated,-79
2020-06-09 06:26:11,ENTCORP,ENT-AP-01-01-02-02,7c:02:02:d8:97:a5,associated,-82
2020-06-09 14:42:32,ENTCORP,ENT-AP-01-01-02-02,7c:02:02:d8:97:a5,disassociated,-95
2020-06-09 15:07:16,ENTCORP,ENT-AP-01-01-02-01,7c:02:02:d8:97:a5,associated,-70
2020-06-09 20:29:24,ENTCORP,ENT-AP-01-01-02-01,7c:02:02:d8:97:a5,disassociated,-75
2020-06-09 02:41:41,ENTCORP,ENT-AP-02-02-02-01,99:f4:56:8b:06:49,associated,-81
2020-06-09 07:00:19,ENTCORP,ENT-AP-02-02-02-01,99:f4:56:8b:06:49,disassociated,-75
2020-06-09 07:12:09,ENTCORP,ENT-AP-02-03-02-02,99:f4:56:8b:06:49,associated,-77
2020-06-09 08:39:15,ENTCORP,ENT-AP-02-03-02-02,99:f4:56:8b:06:49,disassociated,-78
2020-06-09 08:50:15,ENTCORP,ENT-AP-02-03-03-01,99:f4:56:8b:06:49,associated,-83
2020-06-09 11:32:47,ENTCORP,ENT-AP-02-03-03-01,99:f4:56:8b:06:49,disassociated,-78
2020-06-09 01:45:19,ENTCORP,ENT-AP-04-02-01-01,e6:78:80:7d:9a:c9,associated,-70
2020-06-09 03:58:50,ENTCORP,ENT-AP-04-02-01-01,e6:78:80:7d:9a:c9,disassociated,-81
2020-06-09 04:26:29,ENTCORP,ENT-AP-03-02-02-01,e6:78:80:7d:9a:c9,associated,-72
2020-06-09 05:58:03,ENTCORP,ENT-AP-03-02-02-01,e6:78:80:7d:9a:c9,disassociated,-73
2020-06-09 06:13:35,ENTCORP,ENT-AP-03-02-02-01,e6:78:80:7d:9a:c9,associated,-75
2020-06-09 15:09:57,ENTCORP,ENT-AP-03-02-02-01,e6:78:80:7d:9a:c9,disassociated,-72
2020-06-09 04:46:54,ENTCORP,ENT-AP-02-02-01-02,64:21:22:b2:74:5f,associated,-73
2020-06-09 07:13:02,ENTCORP,ENT-AP-02-02-01-02,64:21:22:b2:74:5f,disassociated,-95
2020-06-09 07:33:05,ENTCORP,ENT-AP-02-02-01-02,64:21:22:b2:74:5f,associated,-86
2020-06-09 13:48:31,ENTCORP,ENT-AP-02-02-01-02,64:21:22:b2:74:5f,disassociated,-79
2020-06-09 07:10:14,ENTCORP,ENT-AP-04-01-02-01,f5:12:c4:8c:22:2b,associated,-81
2020-06-09 15:19:20,ENTCORP,ENT-AP-04-01-02-01,f5:12:c4:8c:22:2b,disassociated,-83
2020-06-09 15:48:14,ENTCORP,ENT-AP-01-02-02-01,f5:12:c4:8c:22:2b,associated,-80
2020-06-09 20:56:44,ENTCORP,ENT-AP-01-02-02-01,f5:12:c4:8c:22:2b,disassociated,-85
2020-06-09 07:40:30,ENTCORP,ENT-AP-01-03-01-01,c8:fa:4f:8d:e2:47,associated,-92
2020-06-09 08:12:36,ENTCORP,ENT-AP-01-03-01-01,c8:fa:4f:8d:e2:47,disassociated,-80
2020-06-09 08:34:31,ENTCORP,ENT-AP-01-03-01-01,c8:fa:4f:8d:e2:47,associated,-72
2020-06-09 10:49:40,ENTCORP,ENT-AP-01-03-01-01,c8:fa:4f:8d:e2:47,disassociated,-88
2020-06-09 10:55:07,ENTCORP,ENT-AP-03-03-02-03,c8:fa:4f:8d:e2:47,associated,-73
2020-06-09 19:44:17,ENTCORP,ENT-AP-03-03-02-03,c8:fa:4f:8d:e2:47,disassociated,-82
2020-06-09 00:55:15,ENTCORP,ENT-AP-02-01-01-01,85:ef:85:6e:99:93,associated,-88
2020-06-09 08:58:37,ENTCORP,ENT-AP-02-01-01-01,85:ef:85:6e:99:93,disassociated,-95
2020-06-09 09:07:24,ENTCORP,ENT-AP-01-02-01-02,85:ef:85:6e:99:93,associated,-95
2020-06-09 11:02:32,ENTCORP,ENT-AP-01-02-01-02,85:ef:85:6e:99:93,disassociated,-81
2020-06-09 01:36:09,ENTCORP,ENT-AP-01-01-02-02,90:08:ef:e6:2d:90,associated,-72
2020-06-09 09:56:21,ENTCORP,ENT-AP-01-01-02-02,90:08:ef:e6:2d:90,disassociated,-93
2020-06-09 10:02:29,ENTCORP,ENT-AP-04-01-02-02,90:08:ef:e6:2d:90,associated,-81
2020-06-09 14:47:59,ENTCORP,ENT-AP-04-01-02-02,90:08:ef:e6:2d:90,disassociated,-75
2020-06-08 23:22:24,ENTCORP,ENT-AP-01-03-01-01,4a:2c:33:2b:02:46,associated,-75
2020-06-09 01:15:52,ENTCORP,ENT-AP-01-03-01-01,4a:2c:33:2b:02:46,disassociated,-74
2020-06-09 01:43:35,ENTCORP,ENT-AP-02-03-01-01,4a:2c:33:2b:02:46,associated,-89
2020-06-09 07:37:35,ENTCORP,ENT-AP-02-03-01-01,4a:2c:33:2b:02:46,disassociated,-76
2020-06-09 08:06:18,ENTCORP,ENT-AP-01-03-02-02,4a:2c:33:2b:02:46,associated,-72
2020-06-09 12:10:53,ENTCORP,ENT-AP-01-03-02-02,4a:2c:33:2b:02:46,disassociated,-94
2020-06-09 00:44:52,ENTCORP,ENT-AP-03-03-03-01,f5:cf:4f:3d:e8:70,associated,-79
2020-06-09 05:04:33,ENTCORP,ENT-AP-03-03-03-01,f5:cf:4f:3d:e8:70,disassociated,-76
2020-06-09 05:32:52,ENTCORP,ENT-AP-01-02-02-01,f5:cf:4f:3d:e8:70,associated,-94
2020-06-09 14:20:50,ENTCORP,ENT-AP-01-02-02-01,f5:cf:4f:3d:e8:70,disassociated,-83
2020-06-09 04:57:01,ENTCORP,ENT-AP-01-02-01-01,df:d8:a0:a6:49:eb,associated,-74
2020-06-09 13:07:45,ENTCORP,ENT-AP-01-02-01-01,df:d8:a0:a6:49:eb,disassociated,-81
2020-06-09 13:13:40,ENTCORP,ENT-AP-01-02-01-01,df:d8:a0:a6:49:eb,associated,-94
2020-06-09 16:38:10,ENTCORP,ENT-AP-01-02-01-01,df:d8:a0:a6:49:eb,disassociated,-70
2020-06-09 04:18:21,ENTCORP,ENT-AP-03-02-02-01,13:cf:b8:fd:dc:25,associated,-87
2020-06-09 10:27:34,ENTCORP,ENT-AP-03-02-02-01,13:cf:b8:fd:dc:25,disassociated,-87
2020-06-09 10:55:39,ENTCORP,ENT-AP-03-02-02-01,13:cf:b8:fd:dc:25,associated,-78
2020-06-09 18:33:43,ENTCORP,ENT-AP-03-02-02-01,13:cf:b8:fd:dc:25,disassociated,-79
2020-06-09 02:08:42,ENTCORP,ENT-AP-01-01-02-01,3c:35:21:7b:3d:8c,associated,-85
2020-06-09 08:43:04,ENTCORP,ENT-AP-01-01-02-01,3c:35:21:7b:3d:8c,disassociated,-74
2020-06-09 09:12:09,ENTCORP,ENT-AP-02-01-02-02,3c:35:21:7b:3d:8c,associated,-92
2020-06-09 16:48:43,ENTCORP,ENT-AP-02-01-02-02,3c:35:21:7b:3d:8c,disassociated,-92
2020-06-08 23:02:31,ENTCORP,ENT-AP-03-01-01-02,5b:7c:dc:4d:a7:3c,associated,-94
2020-06-09 00:36:24,ENTCORP,ENT-AP-03-01-01-02,5b:7c:dc:4d:a7:3c,disassociated,-93
2020-06-09 00:53:45,ENTCORP,ENT-AP-02-03-02-02,5b:7c:dc:4d:a7:3c,associated,-78
2020-06-09 04:19:51,ENTCORP,ENT-AP-02-03-02-02,5b:7c:dc:4d:a7:3c,disassociated,-80
2020-06-09 04:29:03,ENTCORP,ENT-AP-03-01-01-02,5b:7c:dc:4d:a7:3c,associated,-85
2020-06-09 10:13:56,ENTCORP,ENT-AP-03-01-01-02,5b:7c:dc:4d:a7:3c,disassociated,-80
2020-06-09 07:43:47,ENTCORP,ENT-AP-02-03-03-02,f9:ad:84:64:07:37,associated,-87
2020-06-09 08:09:05,ENTCORP,ENT-AP-02-03-03-02,f9:ad:84:64:07:37,disassociated,-85
2020-06-09 08:34:43,ENTCORP,ENT-AP-03-03-02-01,f9:ad:84:64:07:37,associated,-79
2020-06-09 12:07:17,ENTCORP,ENT-AP-03-03-02-01,f9:ad:84:64:07:37,disassociated,-81
2020-06-09 12:34:26,ENTCORP,ENT-AP-02-03-03-02,f9:ad:84:64:07:37,associated,-84
2020-06-09 14:13:53,ENTCORP,ENT-AP-02-03-03-02,f9:ad:84:64:07:37,disassociated,-79
2020-06-09 14:24:53,ENTCORP,ENT-AP-02-03-03-02,f9:ad:84:64:07:37,associated,-91
2020-06-09 15:57:23,ENTCORP,ENT-AP-02-03-03-02,f9:ad:84:64:07:37,disassociated,-81
